X,Y,OBJECTID,NrRNAL,Denominacao,DataRegisto,DataAberturaPublico,Modalidade,NrUtentes,Email,Endereco,CodigoPostal,LOCALIDADE,LatLong,FiabilidadeGeo,DTMNFR,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,ERT,SeloCleanSafe
-976969.835499998,4498838.5816,594,861,APARTAMENTO CANAL DE ÁGUA - 3- C,2013/09/09 00:00:00+00,2013/09/09 00:00:00+00,Apartamento,2,info@odetur.com,Zona Freixeiro - Odeceixe   ,8670-320,Odeceixe,"37,427322397967 ; -8,77626935362226",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1019747.4624,4679569.2257,595,862,Alojamento Local,2011/07/27 00:00:00+00,2011/07/27 00:00:00+00,EstabelecimentoHospedagem,26,tassilo@palacio-ramalhete.com,Rua Janelas Verdes 92  ,1200-692,Lisboa,"38,7054641548333 ; -9,16054731396261",Fiavel,110660,Estrela,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
-976967.8112,4498816.6664,596,863,APARTAMENTO CANAL DE ÁGUA -4-D,2013/09/09 00:00:00+00,2013/09/09 00:00:00+00,Apartamento,2,info@odetur.com,Zona Freixeiro - Odeceixe   ,8670-320,Odeceixe,"37,4271660603895 ; -8,77625116888722",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,597,868,Mark Nicholas Strane,2010/10/29 00:00:00+00,2010/10/29 00:00:00+00,Apartamento,4,mark74wpd@hotmail.co.uk,Urbanização Village Marina Lt. 16  Fração S,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976968.410999998,4498826.0797,598,870,APARTAMENTO CANAL DE ÁGUA -5-E,2013/09/09 00:00:00+00,2013/09/09 00:00:00+00,Apartamento,2,info@odetur.com,Zona Freixeiro - Odeceixe   ,8670-320,Odeceixe,"37,4272332125043 ; -8,77625655734676",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-837434.988899998,4462612.4869,599,872,alojamento local,2014/11/06 00:00:00+00,2014/11/06 00:00:00+00,Apartamento,3,apt.mantamar@gmail.com,Rua Dr. Luis Medeiros Antunes 107  ,8900-038,Manta Rota,"37,1684490009551 ; -7,52280649967277",NaoFiavel,081601,Vila Nova de Cacela,Vila Real de Santo António,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1008493.8486,4786256.3393,600,875,Michelle Hofland Pranger,2011/10/07 00:00:00+00,2011/10/07 00:00:00+00,Moradia,8,hofland.michelle@gmail.com,Rua da Boavista 147  ,2500-404,Carvalhal Benfeito,"39,449442344783 ; -9,05945438141819",NaoFiavel,100604,Carvalhal Benfeito,Caldas da Rainha,Leiria,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
-976970.9593,4498846.2424,601,876,APARTAMENTO CANAL DE ÁGUA -6-F,2013/09/09 00:00:00+00,2013/09/09 00:00:00+00,Apartamento,2,info@odetur.com,Zona Freixeiro - Odeceixe   ,8670-320,Odeceixe,"37,4273770482898 ; -8,77627944916929",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976970.074299999,4498834.2748,603,881,APARTAMENTO CANAL DE ÁGUA -7-G,2013/09/09 00:00:00+00,2013/09/09 00:00:00+00,Apartamento,2,info@odetur.com,Zona Freixeiro - Odeceixe   ,8670-320,Odeceixe,"37,4272916747348 ; -8,77627149835671",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,604,883,Marina Village,2013/02/28 00:00:00+00,2013/02/28 00:00:00+00,Apartamento,6,nelia@nfea.pt,Urbanização Village Marina Lt. 13 Fracção Q ,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-978794.346099999,4452804.8249,606,889,The Hedges,2014/12/11 15:05:34+00,2015/01/01 00:00:00+00,Moradia,6,greg@bluehoneypot.com,Urbanização das Furnas - Lote 169   ,8650-035,Quinta das Furnas,"37,0982098203918 ; -8,79265921073961",Fiavel,081501,Barão de São Miguel,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-845452.029100001,4458325.0353,607,891,Apartamento F BL 5,2013/12/19 00:00:00+00,2013/12/19 00:00:00+00,Apartamento,4,tomas.sancho40@gmail.com,Rua Tristão Vaz Teixeira 5 1 B,8800-595,Cabanas,"37,1377517342384 ; -7,59482479716733",Fiavel,081413,Cabanas de Tavira,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976971.339400001,4498849.7026,608,892,APARTAMENTO CANAL DE ÁGUA -8-H,2013/09/09 00:00:00+00,2013/09/09 00:00:00+00,Apartamento,2,info@odetur.com,Zona Freixeiro - Odeceixe   ,8670-320,Odeceixe,"37,4274017324919 ; -8,77628286328219",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,609,894,Apartamentos Village Marina,2011/09/14 00:00:00+00,2011/09/14 00:00:00+00,Apartamento,4,construcoeslagarca@clix.pt,Urbanização Village Marina Lt. 16  Fração E,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976970.3961,4498842.2102,610,895,APARTAMENTO CANAL DE ÁGUA -9-I,2013/09/09 00:00:00+00,2013/09/09 00:00:00+00,Apartamento,2,info@odetur.com,Zona Freixeiro - Odeceixe   ,8670-320,Odeceixe,"37,427348283394 ; -8,77627438907703",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-858154.555500001,4623218.6563,611,896,Hospedaria Castelo,2010/12/22 00:00:00+00,2002/06/28 00:00:00+00,EstabelecimentoHospedagem,16,hospedariaocastelo.09@gmail.com,Rua Luís de Camões 6  ,7220-357,Portel,"38,30934590211 ; -7,70893353343487",Fiavel,070905,Portel,Portel,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Não
-845459.451900002,4458326.1932,612,897,Apartamento D BL 5,2013/12/19 00:00:00+00,2013/12/19 00:00:00+00,Apartamento,2,tomas.sancho40@gmail.com,Rua Tristão Vaz Teixeira 5 r/c D,8800-595,Cabanas,"37,1377600266381 ; -7,59489147756063",Fiavel,081413,Cabanas de Tavira,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976966.139699999,4498807.2604,613,899,APARTAMENTO CANAL DE ÁGUA -10-J,2013/09/09 00:00:00+00,2013/09/09 00:00:00+00,Apartamento,2,info@odetur.com,Zona Freixeiro - Odeceixe   ,8670-320,Odeceixe,"37,4270989606479 ; -8,77623615403115",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976966.7029,4498811.2943,614,903,APARTAMENTO CANAL DE ÁGUA -11-L,2013/09/09 00:00:00+00,2013/09/09 00:00:00+00,Apartamento,2,info@odetur.com,Zona Freixeiro - Odeceixe   ,8670-320,Odeceixe,"37,4271277372654 ; -8,7762412130611",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-985441.543299999,4482372.7173,615,905,Casa Luna,2013/07/19 00:00:00+00,2016/01/18 00:00:00+00,Moradia,8,anna@indica.de,"Urbanização Vale da Telha da Telha, Sector I, Lote 85   ",8670-156,Aljezur,"37,3097670011646 ; -8,85237199958253",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-853069.914799999,4453171.1882,616,907,José Amaro da Paz,2014/07/22 00:00:00+00,2014/07/22 00:00:00+00,Apartamento,1,cassildapaz@gmail.com,Rua Joaquim Soares 35 2 Fte,8800-552,Santa Luzia,"37,1008347632995 ; -7,6632574290977",NaoFiavel,081408,Santa Luzia,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-873809.077799998,4442541.5634,617,911,Tariq Hafiz,2011/09/30 00:00:00+00,2011/09/30 00:00:00+00,Apartamento,2,rapidlicence@gmail.com,Urbanização Village Marina Lt. 16  Fração J,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-985441.543299999,4482372.7173,618,912,Casa Sol,2013/09/27 00:00:00+00,2016/01/18 00:00:00+00,Moradia,6,anna@indica.de,"Urbanização Vale da Telha da Telha, Sector G, Lote 125   ",8670-156,Aljezur,"37,3097670011646 ; -8,85237199958253",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-965600.865400001,4453655.3838,619,913,Casa Sebastião,2014/12/11 16:16:38+00,2014/12/12 00:00:00+00,Apartamento,4,mary.e.palmer@gmail.com,Rua Conselheiro Joaquim Machado 62 rc ,8600-682,Lagos,"37,1043038195494 ; -8,67414015749361",NaoFiavel,080708,São Gonçalo de Lagos,Lagos,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-904179.094000001,4900529.9144,620,916,Casa da Roda,2014/12/11 17:28:44+00,2015/01/01 00:00:00+00,Moradia,4,blinda764@aol.com,Rua Principal   ,3300-323,Roda,"40,2375995846691 ; -8,12237899745101",Fiavel,060113,Pombeiro da Beira,Arganil,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Não
-1016906.0186,4682674.4605,621,917,Amirante 77,2014/12/11 18:28:44+00,2014/11/27 00:00:00+00,Apartamento,12,lisbonbreaks1@gmail.com,Avenida Almirante Reis 77 4 ,1150-012,Lisboa,"38,727229126863 ; -9,13502219019403",Fiavel,110656,Arroios,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
-977514.082600001,4540641.5631,622,919,mil fontes-villas&apartments,1998/05/29 00:00:00+00,2014/11/21 00:00:00+00,Apartamento,2,geral@milfontesvillasandapartments.pt,Rua rua dos carris 0 1º esqº,7645-242,vila nova de milfontes,"37,7249397371961 ; -8,78115840870357",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-873809.077799998,4442541.5634,624,921,Mark Nicholas Strange,2012/06/27 00:00:00+00,2012/06/27 00:00:00+00,Apartamento,4,mark74wpd@hotmail.co.uk,Urbanização Village Marina Lt. 16  Fração R,8700-292,Olhão,"37,0246380004693 ; -7,84956049964025",NaoFiavel,081003,Olhão,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976567.0447,4498638.776,625,922,MONTES DA BARCA,2012/11/15 00:00:00+00,2013/03/06 00:00:00+00,Apartamento,4,celia.raimundo@cm-aljezur.pt,Rua Malhadais 18  ,8670-320,Odeceixe,"37,4258970226042 ; -8,77265102198751",NaoFiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-847906.423799999,5009916.1852,627,924,Maria Alice Mendes dos santos Serralheiro,2010/12/31 00:00:00+00,2010/12/31 00:00:00+00,Moradia,9,serralheiro.castelo@gmail.com,Avenida 25 de Abril 148  ,3620-304,Moimenta da Beira,"40,9835540002199 ; -7,61687300044136",Fiavel,180710,Moimenta da Beira,Moimenta da Beira,Viseu,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
-977831.061700001,4541453.9375,628,925,QUINTA DO MOINHO DE VENTO,2012/06/20 00:00:00+00,2012/08/22 00:00:00+00,EstabelecimentoHospedagem,28,reservas@quintadomoinhodevento.com,Quinta MOINHO DE VENTO   ,7645-028,VILA NOVA DE MILFONTES,"37,7306400012213 ; -8,78400999975914",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-868235.5977,4448818.1557,629,929,"Overseas Villa, Lda.",2010/02/22 00:00:00+00,2010/02/22 00:00:00+00,Moradia,8,luis@algarvegroup.com,Urbanização Cerro Azul Lt. 114  ,8700-581,Quelfes,"37,0696400007615 ; -7,79949307668966",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-954393.918900002,4536495.5145,630,931,MONTE MARAVILHA,2011/10/13 00:00:00+00,2012/02/22 00:00:00+00,Moradia,10,info@montemaravilhas.com,Estrada ESTRADA   ,7630-527,MONTE DAS MARAVILHAS,"37,695475001102 ; -8,57346644418593",NaoFiavel,021102,Relíquias,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-868235.5977,4448818.1557,631,932,"Overseas Villa, Lda.",2010/02/22 00:00:00+00,2010/02/22 00:00:00+00,Moradia,8,luis@algarvegroup.com,Urbanização Cerro Azul Lt. 113  ,8700-581,Quelfes,"37,0696400007615 ; -7,79949307668966",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-982306.5638,4448229.4189,632,933,Casa Patacas,2012/05/08 00:00:00+00,2012/05/08 00:00:00+00,Moradia,22,salemahouse@gmail.com,Rua Pescadores 24  ,8650-199,Praia da Salema,"37,0654200010797 ; -8,82420999988834",NaoFiavel,081502,Budens,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-974008.519400001,4546857.8378,633,934,Areias de Milfontes - Apartamentos,2009/05/19 00:00:00+00,2009/05/19 00:00:00+00,Apartamento,6,reservas@areiasdemilfontes.com,Rua Rua do Poço Novo Lote 4  ,7645-011,Vila Nova de Milfontes,"37,7690950005031 ; -8,74966739869657",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-954393.918900002,4536495.5145,634,935,MONTE MARAVILHA,2011/10/13 00:00:00+00,2012/02/24 00:00:00+00,Apartamento,4,info@montemaravilhas.com,Estrada ESTRADA   ,7630-527,MONTE DAS MARAVILHAS,"37,695475001102 ; -8,57346644418593",NaoFiavel,021102,Relíquias,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-977404.511,4541190.7066,635,936,MIRA-VILA,2009/01/23 00:00:00+00,2010/01/06 00:00:00+00,EstabelecimentoHospedagem,8,miravila@live.com.pt,Rua Artur Horta 14 F  ,7645-224,Vila Nova de Milfontes,"37,7288414579 ; -8,78017410979893",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-1033422.0089,4776565.0506,636,938,Vila Henrique,2014/12/17 13:30:01+00,2015/01/01 00:00:00+00,Moradia,8,mjoaofaria@gmail.com,1ª Rua Diogo Cão 11  ,2510-451,Óbidos,"39,3821847148119 ; -9,2833878550302",Fiavel,101202,Amoreira,Óbidos,Leiria,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
-978735.746100001,4452748.6353,637,939,Lote 159,2014/12/17 13:44:57+00,2014/12/18 00:00:00+00,Moradia,6,john@almaverde.com,Urbanização Quinta das Furnas 159  ,8650-035,Quinta das Furnas,"37,0978072219366 ; -8,79213279791729",Fiavel,081501,Barão de São Miguel,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1016198.3048,4680441.9573,638,940,FLH Alfama Studio,2014/12/17 13:45:00+00,2014/12/17 00:00:00+00,Apartamento,2,antonio@flh.pt,Rua São Miguel 81 2 ,1100-543,Lisboa,"38,7115819072042 ; -9,12866468915222",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
-976350.500300001,4499717.4027,639,941,CASA DOS PAIS,2014/07/16 00:00:00+00,2014/07/16 00:00:00+00,Moradia,8,aguasmariaclara@hotmail.com,Rua Rua das Amoreiras 13  ,8670-320,Odeceixe,"37,4335914213679 ; -8,77070577051182",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-954393.918900002,4536495.5145,640,943,Casa da Baía da Nau ,2014/01/29 00:00:00+00,2014/01/29 00:00:00+00,EstabelecimentoHospedagem,4,sebastiaovp@hotmail.com,Quinta Cabeço Queimado S/N  ,7630-561,Água de Bacias,"37,695475001102 ; -8,57346644418593",NaoFiavel,021102,Relíquias,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-1017126.8386,4680662.6517,641,944,We Love F. Tourists,2013/04/12 00:00:00+00,2013/04/12 00:00:00+00,Apartamento,6,manager@welovetourists.com,Rua Fanqueiros 267 4º Esq,1100-230,Lisboa,"38,7131288674652 ; -9,13700585004151",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
-851230.885200001,4456459.8033,642,945,Ann Christine Byron,2013/07/09 00:00:00+00,2013/07/09 00:00:00+00,Moradia,4,ann.byron25@yahoo.com,Largo Tomás Cabreira 18  ,8800-315,Tavira,"37,1243931695277 ; -7,64673714450778",NaoFiavel,081412,União das freguesias de Tavira (Santa Maria e Santiago),Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-983436.445099998,4472631.4377,643,946,"Condomínio Chabouco - CASA "" C""",2014/07/16 00:00:00+00,2014/07/16 00:00:00+00,Apartamento,3,beicudo@sapo.pt,Zona Chabouco   ,8670-112,Aljezur,"37,2401340146997 ; -8,83435989626662",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-976916.543900002,4541099.2387,644,947,casa do brejo,1995/01/31 00:00:00+00,2014/11/12 00:00:00+00,Moradia,6,fernandocorreiacampos@gmail.com,Urbanização cerca das arvores lote 33  ,7645-246,vila nova de milfontes,"37,728191583313 ; -8,77579062693802",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-1033154.1849,4776872.5832,645,948,Vila dos Príncipes C7,2014/12/17 14:08:28+00,2015/01/01 00:00:00+00,Moradia,6,mjoaofaria@gmail.com,1ª Rua Dona Catarina de Bragança 1 C 7  ,2510-451,Óbidos,"39,3843199904868 ; -9,2809819512027",Fiavel,101202,Amoreira,Óbidos,Leiria,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
-1017126.8386,4680662.6517,646,950,We Love F****** Tourists,2013/04/12 00:00:00+00,2013/04/12 00:00:00+00,Apartamento,12,manager@welovetourists.com,Rua Fanqueiros 267 5º Esq,1100-230,Lisboa,"38,7131288674652 ; -9,13700585004151",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
-854696.395300001,4452190.3224,647,952,Apartamento 379,2013/06/19 00:00:00+00,2013/06/19 00:00:00+00,Apartamento,2,secretariado@pedrasdelrei.com,Aldeamento Pedras D'El Rei Apart. 379  ,8800-531,Aldeamento das Pedras D'El Rei,"37,0938067895696 ; -7,67786835217534",NaoFiavel,081408,Santa Luzia,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-854696.395300001,4452190.3224,648,953,Apartamento 351,2013/06/19 00:00:00+00,2013/06/19 00:00:00+00,Apartamento,2,secretariado@pedrasdelrei.com,Aldeamento Pedras D'El Rei Apart. 351  ,8800-531,Aldeamento das Pedras D'El Rei,"37,0938067895696 ; -7,67786835217534",NaoFiavel,081408,Santa Luzia,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-958703.357500002,5033847.8747,649,956,bnapartments Loftpuzzle,2014/12/17 14:29:40+00,2014/12/17 00:00:00+00,Apartamento,2,staff@bnapartments.com,Largo Lóios 15 1.1 ,4050-338,Porto,"41,1456437365141 ; -8,61217878991133",NaoFiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
-983436.445099998,4472631.4377,650,957,"Condomínio Chabouco - CASA ""D""",2014/07/16 00:00:00+00,2014/07/16 00:00:00+00,Apartamento,4,camille.mouret4@gmail.com,Zona Chabouco   ,8670-112,Aljezur,"37,2401340146997 ; -8,83435989626662",NaoFiavel,080301,Aljezur,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-977615.830499999,4541320.5121,651,958,CERCA DO ALTINHO,1995/09/28 00:00:00+00,2014/06/09 00:00:00+00,Moradia,8,comercial@inklogical.com,Rua Rua da Praça   ,7645-218,vila nova de milfontes,"37,7297637097446 ; -8,78207242561108",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-854696.395300001,4452190.3224,652,962,Apartamento 273,2013/06/19 00:00:00+00,2013/06/19 00:00:00+00,Apartamento,1,secretariado@pedrasdelrei.com,Aldeamento Pedras D'El Rei Apart. 273  ,8800-531,Aldeamento das Pedras D'El Rei,"37,0938067895696 ; -7,67786835217534",NaoFiavel,081408,Santa Luzia,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-877200.518300001,4453646.5004,653,963,Casa Alcaria Branca ,2011/07/02 00:00:00+00,2011/07/26 00:00:00+00,Moradia,0,sop.dgu.diu@cm-faro.pt,Caminho Alcaria Branca -Estoi   ,8005-403,Alcaria,"37,1042401752017 ; -7,88002632784178",Fiavel,080510,Estoi,Faro,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-854696.395300001,4452190.3224,654,964,Apartamento 259,2013/06/19 00:00:00+00,2013/06/19 00:00:00+00,Apartamento,1,secretariado@pedrasdelrei.com,Aldeamento Pedras D'El Rei Apart. 259  ,8800-531,Aldeamento das Pedras D'El Rei,"37,0938067895696 ; -7,67786835217534",NaoFiavel,081408,Santa Luzia,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-866531.454799999,4452429.6991,655,965,Casa Romanzeira,2014/10/09 00:00:00+00,2014/10/09 00:00:00+00,Moradia,8,taxation@atlanticproperty.pt,Zona Cabeça - Casa Romanzeira Cx.P.560-F  ,8700-110,Cabeça,"37,0955220009692 ; -7,78418450001929",NaoFiavel,081008,Moncarapacho,Olhão,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-1015914.3301,4680580.1347,656,967,Alfama Flats,2014/02/19 00:00:00+00,2014/02/19 00:00:00+00,Apartamento,4,abel.vieira@gmail.com,Beco Ramos 10 2º Dto,1100-425,Lisboa,"38,7125504675149 ; -9,12611370088089",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
-977895.626499999,4495169.7531,657,969,Casa do Cardal,2014/07/31 00:00:00+00,2014/07/31 00:00:00+00,Moradia,6,rmatias@cmasa.pt,Zona Cardal   ,8670-320,Odeceixe,"37,4011453358914 ; -8,78458587548267",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-854696.395300001,4452190.3224,658,970,Apartamento 258,2013/06/19 00:00:00+00,2013/06/19 00:00:00+00,Apartamento,1,secretariado@pedrasdelrei.com,Aldeamento Pedras D'El Rei Apart. 258  ,8800-531,Aldeamento das Pedras D'El Rei,"37,0938067895696 ; -7,67786835217534",NaoFiavel,081408,Santa Luzia,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-854696.395300001,4452190.3224,659,971,Apartamento 256,2013/06/19 00:00:00+00,2013/06/19 00:00:00+00,Apartamento,1,secretariado@pedrasdelrei.com,Aldeamento Pedras D'El Rei Apart. 256  ,8800-531,Aldeamento das Pedras D'El Rei,"37,0938067895696 ; -7,67786835217534",NaoFiavel,081408,Santa Luzia,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-979346.290199999,4500669.2644,660,972,Casa Sol da Praia,2014/07/17 00:00:00+00,2023/11/27 00:00:00+00,Moradia,6,ivo.a.rib@gmail.com,Caminho Municipal Caminho Municipal 1001   ,8670-325,Odeceixe,"37,4403808841046 ; -8,79761740905873",Fiavel,080303,Odeceixe,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-958703.357500002,5033847.8747,661,975,bnapartments Lotfpuzzle,2014/12/17 15:06:51+00,2014/12/17 00:00:00+00,Apartamento,4,staff@bnapartments.com,Largo Lóios 15 4.4 ,4050-338,Porto,"41,1456437365141 ; -8,61217878991133",NaoFiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
-977588.1195,4540522.0373,662,976,MIL REIS AL,2008/07/31 00:00:00+00,2009/08/11 00:00:00+00,EstabelecimentoHospedagem,20,milreis.milfontes@gmail.com,Largo largo do rossio 2  ,7645-315,vila nova de milfontes,"37,7240904669823 ; -8,78182349290264",NaoFiavel,021111,Vila Nova de Milfontes,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
-854696.395300001,4452190.3224,663,977,FB 419A,2013/06/19 00:00:00+00,2013/06/19 00:00:00+00,Apartamento,2,secretariado@pedrasdelrei.com,Aldeamento Pedras D'El Rei 419A  ,8800-531,Aldeamento das Pedras D'El Rei,"37,0938067895696 ; -7,67786835217534",NaoFiavel,081408,Santa Luzia,Tavira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
-992066.173700001,4450525.7562,664,979,Peter Jorg Spohrer,2010/05/18 00:00:00+00,2010/05/18 00:00:00+00,Moradia,2,spohrer@t-online.de,Urbanização Ingrina Sol - Lote 4   ,8650-000,Raposeira,"37,0818785615235 ; -8,91188206656573",NaoFiavel,081506,Vila do Bispo e Raposeira,Vila do Bispo,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
-966389.880399998,4531482.1693,665,982,MONTE MALHADINS,2013/06/06 00:00:00+00,2013/09/24 00:00:00+00,Moradia,4,peterenjoke@gmail.com,Estrada ESTRADA   ,7630-488,SÃO LUIS,"37,6598310005054 ; -8,68122799999448",NaoFiavel,021106,São Luís,Odemira,Beja,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
-820017.645199999,4873047.0028,666,983,Casas da Rita e de Santo António,2014/03/10 00:00:00+00,2014/03/10 00:00:00+00,Apartamento,7,mfaragao@gmail.com,Largo Igreja   ,6230-512,Orca,"40,0488736080208 ; -7,36634383911169",NaoFiavel,050420,Orca,Fundão,Castelo Branco,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
-820017.645199999,4873047.0028,667,984,Casa de Santiago,2014/11/12 00:00:00+00,2014/11/12 00:00:00+00,Apartamento,2,mfaragao@gmail.com,Largo Igreja   ,6230-512,Orca,"40,0488736080208 ; -7,36634383911169",NaoFiavel,050420,Orca,Fundão,Castelo Branco,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
-1016211.2751,4680582.0329,668,986,Casa D'Alfama,2014/12/12 13:05:48+00,2014/12/12 00:00:00+00,Apartamento,4,info@casadalfama.com,Rua Guilherme Braga 19  ,1100-273,Lisboa,"38,712563773141 ; -9,12878120297202",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
